mean_residual_kg,std_residual_kg,min_residual_kg,max_residual_kg,n_windows,M_kcal_per_day,C_compensation,alpha_kcal_per_kg
-0.006244126172408937,0.9368962127708369,-7.688897959183674,3.3547632653061226,866,1630.0,0.19,9800.0
